dependency,frequency,norm,samples
( VBN nsubj NN ) ( VBN aux VBZ ) ( VBN nmod:tmod NN ) ( NN amod JJR ),1.0,0.00114942528736,"Something has seen better days
"
( NN case IN ) ( NN nmod NN ) ( NN case TO ),1.0,0.00114942528736,"From head to toe
"
( VBG aux VB ) ( VBG dobj NN ),1.0,0.00114942528736,"Be climbing the walls
"
( RP nsubj NN ) ( RP cop VBZ ),1.0,0.00114942528736,"The honeymoon is over
"
( VBN nmod NN ) ( NN case IN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.00114942528736,"Grin from ear to ear
"
( VB nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.00114942528736,"Caught between a rock and a hard place
"
( VBN nsubj NN ),1.0,0.00114942528736,"Face the music
"
( NNP dep NN ) ( NNP dep NN ),1.0,0.00114942528736,"Show someone the door
"
( VBZ nsubj NN ) ( NN compound NNP ),1.0,0.00114942528736,"Cover ones tracks
"
( NN cop VB ) ( NN case IN ) ( NN nmod CD ) ( CD case IN ) ( CD case POS ) ( CD amod JJ ),1.0,0.00114942528736,"Be in a world of one's own
"
( RB nmod NN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN case IN ) ( NN dep NN ),1.0,0.00114942528736,"Not someone's cup of tea
"
( NN cop VB ) ( NN nsubj NN ),1.0,0.00114942528736,"Be none the wiser
"
( NN cop VB ) ( NN case IN ) ( NN nmod IN ),1.0,0.00114942528736,"Be in cahoots with
"
( VB dobj NN ) ( NN amod JJ ) ( VB nmod NN ) ( NN case TO ),1.0,0.00114942528736,"Turn a deaf ear to something
"
( VB neg RB ) ( VB dobj NN ) ( VB nmod NNP ) ( NNP case IN ),1.0,0.00114942528736,"Not know someone from Adam
"
( NN cop VB ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN amod JJ ),1.0,0.00114942528736,"Be in someone's good graces
"
( VB dobj NN ) ( VB nsubj NN ),1.0,0.00114942528736,"Throw someone a curveball
"
( IN cop VB ) ( IN nmod NN ) ( NN case TO ),1.0,0.00114942528736,"Be out to lunch
"
( VB dobj NN ) ( NN nmod NN ) ( NN case TO ),1.0,0.00114942528736,"Have a claim to fame
"
( VB dobj NN ) ( VB nmod NNP ) ( NNP case IN ),1.0,0.00114942528736,"Keep something under wraps
"
( VBN nsubj NN ) ( NN nmod:poss PRP$ ),1.0,0.00114942528736,"Push your luck
"
( JJ cop VB ) ( JJ advmod RB ),1.0,0.00114942528736,"Be wide open
"
( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.00114942528736,"Off the top of one's head
"
( NN nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.00114942528736,"Rain on someone's parade
"
( VB dobj NN ) ( NN nmod:poss PRP$ ) ( VB advmod RB ),1.0,0.00114942528736,"Throw your weight around
"
